Monomer A1 type,Monomer A2 type,A1/A2 ratio,"Monomer A concentration, wt%",Monomer B type,"Monomer B concentration, wt%",Organic solvent type, Additive X1 type in aqueous phase,"Additive X1 concentration, wt%", Additive X2 type in aqueous phase,"Additive X2 concentration, wt%",Aqueous phase pH, Additive Y type in organic  phase,"Additive Y concentration, wt%",Nanomaterials type in aqueous phase,"Nanomaterials loading in aqueous phase, wt%",Nanomaterials type in organic phase,"Nanomaterials loading in organnic phase, wt%",Nanomateials morphology,"Polymerization time, s","Heat curing time, min","Heat curing termperature, degree",Substrate membrane type,substrate membrane pore size,"Transmembrane presurre, bar","NaCl concentration, ppm","MgSO4 concentratin, ppm","Na2SO4 concentration, ppm","MgCl2 concentration, ppm","CaCl2 Concentration, ppm","Permeability, LMH/bar","NaCl rejection, %","Mg2SO4 rejection, %","Na2SO4 rejection, %","MgCl2 rejection, %","CaCl2 rejection, %",Literature DOI
N-(2-Aminoethyl)-piperazine,,,2,isophthaloyal  chloride  (203.02),0.3,hexane,,,,,,,,,,,,,90,5,80,35,160,10.3,2000,1000,,,,1,45,82,,,,10.1016/j.memsci.2009.06.025
N-(2-Aminoethyl)-piperazine,,,4,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,90,5,80,35,160,10.3,2000,,,,,0.4,35,,,,,10.1016/j.memsci.2009.06.025
N-(2-Aminoethyl)-piperazine,,,4,isophthaloyal  chloride  (203.02),0.15,hexane,,,,,11.5,,,,,,,,90,5,80,35,160,10.3,2000,,,,,0.7,38,,,,,10.1016/j.memsci.2009.06.025
N-(2-Aminoethyl)-piperazine,,,1.03,trimesoyl chloride (265.5),0.3,toluene,,,,,,,,,,,,,120,15,60,103,30,6,1000,,1000,,,1.7,65,,88,,,10.1039/C5RA18640D
Polyvinylamine,,,0.6,trimesoyl chloride (265.5),0.06,IP1016,sodum dodecyl sulfate,0.05,,,,,,,,,,,60,10,70,64,100,6,500,500,500,,,8.28,57.8,89.5,72.5,,,10.1016/j.desal.2011.12.018
Polyvinylamine,,,0.2,trimesoyl chloride (265.5),0.05,IP1016,sodum dodecyl sulfate,0.05,,,,,,,,,,,60,10,75,64,100,6,,,500,,,11,,,82.5,,,10.1016/j.desal.2011.12.018
Polyvinylamine,,,0.4,trimesoyl chloride (265.5),0.05,IP1016,sodum dodecyl sulfate,0.05,,,,,,,,,,,60,10,75,64,100,6,,,500,,,9.5,,,88,,,10.1016/j.desal.2011.12.018
Polyvinylamine,,,0.6,trimesoyl chloride (265.5),0.05,IP1016,sodum dodecyl sulfate,0.05,,,,,,,,,,,60,10,75,64,100,6,,,500,,,8,,,96,,,10.1016/j.desal.2011.12.018
Polyvinylamine,,,0.8,trimesoyl chloride (265.5),0.05,IP1016,sodum dodecyl sulfate,0.05,,,,,,,,,,,60,10,75,64,100,6,,,500,,,7.5,,,95,,,10.1016/j.desal.2011.12.018
Polyvinylamine,,,1,trimesoyl chloride (265.5),0.05,IP1016,sodum dodecyl sulfate,0.05,,,,,,,,,,,60,10,75,64,100,6,,,500,,,8,,,95.5,,,10.1016/j.desal.2011.12.018
Polyvinylamine,,,1.2,trimesoyl chloride (265.5),0.05,IP1016,sodum dodecyl sulfate,0.05,,,,,,,,,,,60,10,75,64,100,6,,,500,,,7.7,,,95,,,10.1016/j.desal.2011.12.018
Polyvinylamine,,,0.6,trimesoyl chloride (265.5),0.02,IP1016,sodum dodecyl sulfate,0.05,,,,,,,,,,,60,10,75,64,100,6,,,500,,,14.8,,,70,,,10.1016/j.desal.2011.12.018
Polyvinylamine,,,0.6,trimesoyl chloride (265.5),0.04,IP1016,sodum dodecyl sulfate,0.05,,,,,,,,,,,60,10,75,64,100,6,,,500,,,10.3,,,88,,,10.1016/j.desal.2011.12.018
Polyvinylamine,,,0.6,trimesoyl chloride (265.5),0.06,IP1016,sodum dodecyl sulfate,0.05,,,,,,,,,,,60,10,75,64,100,6,,,500,,,8.3,,,94,,,10.1016/j.desal.2011.12.018
Polyvinylamine,,,0.6,trimesoyl chloride (265.5),0.08,IP1016,sodum dodecyl sulfate,0.05,,,,,,,,,,,60,10,75,64,100,6,,,500,,,7.9,,,97,,,10.1016/j.desal.2011.12.018
Polyvinylamine,,,0.6,trimesoyl chloride (265.5),0.1,IP1016,sodum dodecyl sulfate,0.05,,,,,,,,,,,60,10,75,64,100,6,,,500,,,7.7,,,95.5,,,10.1016/j.desal.2011.12.018
Polyvinylamine,,,0.6,trimesoyl chloride (265.5),0.12,IP1016,sodum dodecyl sulfate,0.05,,,,,,,,,,,60,10,75,64,100,6,,,500,,,7.5,,,95,,,10.1016/j.desal.2011.12.018
"Bis-2, 6-N, N-(2-hydroxyethyl) diaminotoluene",,,1,trimesoyl chloride (265.5),0.2,hexane,sodum dodecyl sulfate,0.1,,,,,,,,,,,180,15,80,59,50,4,,2000,,,,15.25,,50,,,,10.1016/j.desal.2013.10.006
"Bis-2, 6-N, N-(2-hydroxyethyl) diaminotoluene",,,2,trimesoyl chloride (265.5),0.2,hexane,sodum dodecyl sulfate,0.1,,,,,,,,,,,180,15,80,59,50,4,,2000,,,,11.25,,79,,,,10.1016/j.desal.2013.10.006
"Bis-2, 6-N, N-(2-hydroxyethyl) diaminotoluene",,,3,trimesoyl chloride (265.5),0.2,hexane,sodum dodecyl sulfate,0.1,,,,,,,,,,,180,15,80,59,50,4,,2000,,,,10,,90,,,,10.1016/j.desal.2013.10.006
"Bis-2, 6-N, N-(2-hydroxyethyl) diaminotoluene",,,4,trimesoyl chloride (265.5),0.2,hexane,sodum dodecyl sulfate,0.1,,,,,,,,,,,180,15,80,59,50,4,,2000,,,,7.75,,95,,,,10.1016/j.desal.2013.10.006
"Bis-2, 6-N, N-(2-hydroxyethyl) diaminotoluene",,,5,trimesoyl chloride (265.5),0.2,hexane,sodum dodecyl sulfate,0.1,,,,,,,,,,,180,15,80,59,50,4,,2000,,,,7.5,,92,,,,10.1016/j.desal.2013.10.006
"Bis-2, 6-N, N-(2-hydroxyethyl) diaminotoluene",,,6,trimesoyl chloride (265.5),0.2,hexane,sodum dodecyl sulfate,0.1,,,,,,,,,,,180,15,80,59,50,4,,2000,,,,7.5,,97,,,,10.1016/j.desal.2013.10.006
"Bis-2, 6-N, N-(2-hydroxyethyl) diaminotoluene",,,4,trimesoyl chloride (265.5),0.05,hexane,sodum dodecyl sulfate,0.1,,,,,,,,,,,180,15,80,59,50,4,,2000,,,,15.5,,50,,,,10.1016/j.desal.2013.10.006
"Bis-2, 6-N, N-(2-hydroxyethyl) diaminotoluene",,,4,trimesoyl chloride (265.5),0.1,hexane,sodum dodecyl sulfate,0.1,,,,,,,,,,,180,15,80,59,50,4,,2000,,,,10,,79,,,,10.1016/j.desal.2013.10.006
"Bis-2, 6-N, N-(2-hydroxyethyl) diaminotoluene",,,4,trimesoyl chloride (265.5),0.15,hexane,sodum dodecyl sulfate,0.1,,,,,,,,,,,180,15,80,59,50,4,,2000,,,,9.75,,85,,,,10.1016/j.desal.2013.10.006
"Bis-2, 6-N, N-(2-hydroxyethyl) diaminotoluene",,,4,trimesoyl chloride (265.5),0.25,hexane,sodum dodecyl sulfate,0.1,,,,,,,,,,,180,15,80,59,50,4,,2000,,,,7.5,,96,,,,10.1016/j.desal.2013.10.006
"Bis-2, 6-N, N-(2-hydroxyethyl) diaminotoluene",,,4,trimesoyl chloride (265.5),0.3,hexane,sodum dodecyl sulfate,0.1,,,,,,,,,,,180,15,80,59,50,4,,2000,,,,7.5,,95,,,,10.1016/j.desal.2013.10.006
"Bis-2, 6-N, N-(2-hydroxyethyl) diaminotoluene",,,4,trimesoyl chloride (265.5),0.2,hexane,sodum dodecyl sulfate,0.1,,,,,,,,,,,60,15,80,59,50,4,,2000,,,,14.75,,65,,,,10.1016/j.desal.2013.10.006
"Bis-2, 6-N, N-(2-hydroxyethyl) diaminotoluene",,,4,trimesoyl chloride (265.5),0.2,hexane,sodum dodecyl sulfate,0.1,,,,,,,,,,,120,15,80,59,50,4,,2000,,,,10,,90,,,,10.1016/j.desal.2013.10.006
"Bis-2, 6-N, N-(2-hydroxyethyl) diaminotoluene",,,4,trimesoyl chloride (265.5),0.2,hexane,sodum dodecyl sulfate,0.1,,,,,,,,,,,240,15,80,59,50,4,,2000,,,,7.25,,95,,,,10.1016/j.desal.2013.10.006
"Bis-2, 6-N, N-(2-hydroxyethyl) diaminotoluene",,,4,trimesoyl chloride (265.5),0.2,hexane,sodum dodecyl sulfate,0.1,,,,,,,,,,,300,15,80,59,50,4,,2000,,,,7.5,,96,,,,10.1016/j.desal.2013.10.006
"Bis-2, 6-N, N-(2-hydroxyethyl) diaminotoluene",,,4,trimesoyl chloride (265.5),0.2,hexane,sodum dodecyl sulfate,0.1,,,,,,,,,,,360,15,80,59,50,4,,2000,,,,7.25,,95,,,,10.1016/j.desal.2013.10.006
"4,4’-isopropylidenediphenol",,,1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,30,,,22,,1.72,584,,1420,,,34.53,25,,60,,,10.1002/app.21157
"4,4’-isopropylidenediphenol",,,1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,30,,,22,,3.1,584,,1420,,,34.53,40,,70,,,10.1002/app.21157
"4,4’-isopropylidenediphenol",,,1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,30,,,22,,4.48,584,,1420,,,34.53,50,,75,,,10.1002/app.21157
"4,4’-isopropylidenediphenol",,,1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,45,,,22,,1.72,584,,1420,,,14.78,23,,56,,,10.1002/app.21157
"4,4’-isopropylidenediphenol",,,1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,45,,,22,,3.1,584,,1420,,,14.78,30,,70,,,10.1002/app.21157
"4,4’-isopropylidenediphenol",,,1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,45,,,22,,4.48,584,,1420,,,14.78,38,,73,,,10.1002/app.21157
"4,4’-isopropylidenediphenol",,,1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,60,,,22,,1.72,584,,1420,,,9.97,22,,60,,,10.1002/app.21157
"4,4’-isopropylidenediphenol",,,1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,60,,,22,,3.1,584,,1420,,,9.97,30,,75,,,10.1002/app.21157
"4,4’-isopropylidenediphenol",,,1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,60,,,22,,4.48,584,,1420,,,9.97,35,,78,,,10.1002/app.21157
"2-Amino-1, 3-propanediol ",,,1,trimesoyl chloride (265.5),0.0375,hexane,4-dimethylaminopyridine,0.1,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,7.1,45,60,92,16,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,1,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.1,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,6,60,86,98,28,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,1,trimesoyl chloride (265.5),0.1125,hexane,4-dimethylaminopyridine,0.1,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,4.5,62,90,98,30,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,1,trimesoyl chloride (265.5),0.15,hexane,4-dimethylaminopyridine,0.1,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,3.5,64,91,98,34,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,1,trimesoyl chloride (265.5),0.225,hexane,4-dimethylaminopyridine,0.1,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,3,63,91,98,33,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,1,trimesoyl chloride (265.5),0.3,hexane,4-dimethylaminopyridine,0.1,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,2.5,65,91,98,35,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,0.25,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.025,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,17.6,23,31,82,8,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,0.5,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.05,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,9.5,44,68,95,20,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,0.75,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.075,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,7.1,49,73,94,22,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,1,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.1,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,6.1,57,85,96,28,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,1.25,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.125,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,4.9,57,85,97,29,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,1.5,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.15,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,4.6,56,86,97,29,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,1.75,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.175,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,4.4,60,89,97,30,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,2,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.2,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,4,64,91,96,35,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,2.5,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.25,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,3.5,65,90,96,36,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,3,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.3,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,6,40,47,70,11,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,1,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.001,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,8.8,18,45,75,9,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,1,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.005,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,3.5,48,75,85,19,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,1,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.01,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,2.6,61,87,97,36,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,1,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.25,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,3,61,92,97,35,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,1,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.5,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,4,61,91,97,34,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,1,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.75,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,4.5,60,90,97,34,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,1,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.15,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,8,48,72,95,21,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,1,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.2,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,10,43,60,94,16,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,1,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.3,triethylamine,,11.5,,,,,,,,70,15,40,15,50,5,1000,1000,1000,1000,,15.5,30,40,85,10,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,1,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.1,triethylamine,,11.5,,,,,,,,15,30,40,15,50,5,1000,1000,1000,1000,,8.5,52,72,93,25,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,1,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.1,triethylamine,,11.5,,,,,,,,15,50,40,15,50,5,1000,1000,1000,1000,,6.8,54,80,95,30,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,1,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.1,triethylamine,,11.5,,,,,,,,15,70,40,15,50,5,1000,1000,1000,1000,,6.1,58,84,96,29,,10.1016/j.memsci.2017.07.054
"2-Amino-1, 3-propanediol ",,,1,trimesoyl chloride (265.5),0.075,hexane,4-dimethylaminopyridine,0.1,triethylamine,,11.5,,,,,,,,15,120,40,15,50,5,1000,1000,1000,1000,,6,60,84,96,30,,10.1016/j.memsci.2017.07.054
Pentaerythritol,,,0.5,trimesoyl chloride (265.5),0.3,hexane,sodium phosphate,,,,12,,,,,,,,1200,40,60,43,30,5,,,1000,,,10.8,,,83,,,10.1016/j.apsusc.2017.04.173
Pentaerythritol,,,1,trimesoyl chloride (265.5),0.3,hexane,sodium phosphate,,,,12,,,,,,,,1200,40,60,43,30,5,,,1000,,,3.6,,,90,,,10.1016/j.apsusc.2017.04.173
Pentaerythritol,,,3,trimesoyl chloride (265.5),0.3,hexane,sodium phosphate,,,,12,,,,,,,,1200,40,60,43,30,5,,,1000,,,2.4,,,95,,,10.1016/j.apsusc.2017.04.173
Pentaerythritol,,,5,trimesoyl chloride (265.5),0.3,hexane,sodium phosphate,,,,12,,,,,,,,1200,40,60,43,30,5,,,1000,,,1.4,,,98,,,10.1016/j.apsusc.2017.04.173
Pentaerythritol,,,7,trimesoyl chloride (265.5),0.3,hexane,sodium phosphate,,,,12,,,,,,,,1200,40,60,43,30,5,,,1000,,,1.1,,,98,,,10.1016/j.apsusc.2017.04.173
Pentaerythritol,,,5,trimesoyl chloride (265.5),0.15,hexane,sodium phosphate,,,,12,,,,,,,,1200,40,60,43,30,5,,,1000,,,2.1,,,97,,,10.1016/j.apsusc.2017.04.173
Pentaerythritol,,,5,trimesoyl chloride (265.5),0.3,hexane,sodium phosphate,,,,12,,,,,,,,1200,40,60,43,30,5,1000,1000,1000,1000,,1.4,50,68,98,26,,10.1016/j.apsusc.2017.04.173
Pentaerythritol,,,5,trimesoyl chloride (265.5),0.6,hexane,sodium phosphate,,,,12,,,,,,,,1200,40,60,43,30,5,,,1000,,,1.6,,,98,,,10.1016/j.apsusc.2017.04.173
Pentaerythritol,,,5,trimesoyl chloride (265.5),0.9,hexane,sodium phosphate,,,,12,,,,,,,,1200,40,60,43,30,5,,,1000,,,1.7,,,96,,,10.1016/j.apsusc.2017.04.173
Pentaerythritol,,,5,trimesoyl chloride (265.5),1.2,hexane,sodium phosphate,,,,12,,,,,,,,1200,40,60,43,30,5,,,1000,,,1.6,,,97,,,10.1016/j.apsusc.2017.04.173
Pentaerythritol,,,5,trimesoyl chloride (265.5),0.3,hexane,sodium phosphate,,,,12,,,,,,,,300,40,60,43,30,5,,,1000,,,2.3,,,97,,,10.1016/j.apsusc.2017.04.173
Pentaerythritol,,,5,trimesoyl chloride (265.5),0.3,hexane,sodium phosphate,,,,12,,,,,,,,600,40,60,43,30,5,,,1000,,,1.7,,,98,,,10.1016/j.apsusc.2017.04.173
Pentaerythritol,,,5,trimesoyl chloride (265.5),0.3,hexane,sodium phosphate,,,,12,,,,,,,,1800,40,60,43,30,5,,,1000,,,1.2,,,98,,,10.1016/j.apsusc.2017.04.173
Pentaerythritol,,,5,trimesoyl chloride (265.5),0.3,hexane,sodium phosphate,,,,12,,,,,,,,2400,40,60,43,30,5,,,1000,,,1.1,,,98,,,10.1016/j.apsusc.2017.04.173
Polyamidoamine,,,0.5,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,,,,,,15,5,80,23,50,6,200,2000,2000,,,3.12,41,93,92.4,,,10.1039/C6RA05716K
Polyamidoamine,,,0.3,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,,,,,,15,5,80,23,50,6,,,2000,,,3.15,,,84.4,,,10.1039/C6RA05716K
Polyamidoamine,,,1,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,,,,,,15,5,80,23,50,6,,,2000,,,2.5,,,94,,,10.1039/C6RA05716K
Polyamidoamine,,,1.5,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,,,,,,15,5,80,23,50,6,,,2000,,,3,,,95,,,10.1039/C6RA05716K
Polyamidoamine,Piperazine,4,0.5,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,,,,,,15,5,80,23,50,6,2000,2000,2000,,,5.3,32,93,91,,,10.1039/C6RA05716K
Polyamidoamine,,,0.5,trimesoyl chloride (265.5),0.075,hexane,,,,,,,,,,,,,15,5,80,23,50,6,,,2000,,,4,,,58,,,10.1039/C6RA05716K
Polyamidoamine,,,0.5,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,15,5,80,23,50,6,,,2000,,,3,,,85,,,10.1039/C6RA05716K
Polyamidoamine,,,0.5,trimesoyl chloride (265.5),0.3,hexane,,,,,,,,,,,,,15,5,80,23,50,6,,,2000,,,2.7,,,88,,,10.1039/C6RA05716K
Polyamidoamine,,,0.5,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,,,,,,5,5,80,23,50,6,,,2000,,,6,,,86,,,10.1039/C6RA05716K
Polyamidoamine,,,0.5,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,,,,,,10,5,80,23,50,6,,,2000,,,3,,,90,,,10.1039/C6RA05716K
Polyamidoamine,,,0.5,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,,,,,,30,5,80,23,50,6,,,2000,,,3,,,86,,,10.1039/C6RA05716K
Polyamidoamine,Piperazine,1.5,0.5,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,,,,,,15,5,80,23,50,6,,,2000,,,5.5,,,86,,,10.1039/C6RA05716K
Polyamidoamine,Piperazine,0.67,0.5,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,,,,,,15,5,80,23,50,6,,,2000,,,5.9,,,87,,,10.1039/C6RA05716K
Polyamidoamine,Piperazine,0.2,0.5,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,,,,,,15,5,80,23,50,6,,,2000,,,4.1,,,95,,,10.1039/C6RA05716K
Polyamidoamine,,,0.5,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,,,,,,15,5,80,23,50,6,,,2000,,,3.5,,,99,,,10.1039/C6RA05716K
"Potassium 2,5-bis(4-aminophenoxy)- benzenesulfonate",,,0.05,trimesoyl chloride (265.5),0.15,hexane,triethylamine,,,,11,,,,,,,,120,5,60,24,35,6,,,1000,,,32,,,58,,,10.1021/acs.iecr.6b00409
"Potassium 2,5-bis(4-aminophenoxy)- benzenesulfonate",,,0.25,trimesoyl chloride (265.5),0.15,hexane,triethylamine,,,,11,,,,,,,,120,5,60,24,35,6,,,1000,,,6,,,93,,,10.1021/acs.iecr.6b00409
"Potassium 2,5-bis(4-aminophenoxy)- benzenesulfonate",,,0.5,trimesoyl chloride (265.5),0.15,hexane,triethylamine,,,,11,,,,,,,,120,5,60,24,35,6,,,1000,,,8,,,93,,,10.1021/acs.iecr.6b00409
"Potassium 2,5-bis(4-aminophenoxy)- benzenesulfonate",,,0.75,trimesoyl chloride (265.5),0.15,hexane,triethylamine,,,,11,,,,,,,,120,5,60,24,35,6,1000,1000,1000,1000,,12,45,78,93,40,,10.1021/acs.iecr.6b00409
"Potassium 2,5-bis(4-aminophenoxy)- benzenesulfonate",,,1,trimesoyl chloride (265.5),0.15,hexane,triethylamine,,,,11,,,,,,,,120,5,60,24,35,6,,,1000,,,14.5,,,79,,,10.1021/acs.iecr.6b00409
"Potassium 2,5-bis(4-aminophenoxy)- benzenesulfonate",,,0.75,trimesoyl chloride (265.5),0.075,hexane,triethylamine,,,,11,,,,,,,,120,5,60,24,35,6,,,1000,,,17,,,54,,,10.1021/acs.iecr.6b00409
"Potassium 2,5-bis(4-aminophenoxy)- benzenesulfonate",,,0.75,trimesoyl chloride (265.5),0.1125,hexane,triethylamine,,,,11,,,,,,,,120,5,60,24,35,6,,,1000,,,15.5,,,72,,,10.1021/acs.iecr.6b00409
"Potassium 2,5-bis(4-aminophenoxy)- benzenesulfonate",,,0.75,trimesoyl chloride (265.5),0.1875,hexane,triethylamine,,,,11,,,,,,,,120,5,60,24,35,6,,,1000,,,6.5,,,90,,,10.1021/acs.iecr.6b00409
Triethanolamine,,,6,trimesoyl chloride (265.5),0.3,hexane,sodum dodecyl sulfate,0.3,,,12,,,,,,,,2100,30,60,31,,6,293,602,710,476,,0.5,42,76,82,23,,10.1016/j.memsci.2008.04.002
Triethanolamine,,,0.5,trimesoyl chloride (265.5),0.3,hexane,sodum dodecyl sulfate,0.3,,,12,,,,,,,,2100,30,60,33,,6,,602,710,,,0.6,,77,83,,,10.1016/j.memsci.2010.09.015
Triethanolamine,,,0.5,trimesoyl chloride (265.5),0.3,hexane,sodum dodecyl sulfate,0.3,,,12,,,,,,,,2100,30,60,33,,6,,602,710,,,1.7,,14,53,,,10.1016/j.memsci.2010.09.015
Triethanolamine,,,0.5,trimesoyl chloride (265.5),0.3,hexane,sodum dodecyl sulfate,0.3,,,12,,,,,,,,2100,30,60,33,,6,,602,710,,,2.8,,25,70,,,10.1016/j.memsci.2010.09.015
Triethanolamine,,,0.5,trimesoyl chloride (265.5),0.3,hexane,sodum dodecyl sulfate,0.3,,,12,,,,,,,,2100,30,60,33,,6,,602,710,,,0.5,,63,78,,,10.1016/j.memsci.2010.09.015
Triethanolamine,,,0.5,trimesoyl chloride (265.5),0.3,hexane,sodum dodecyl sulfate,0.3,,,12,,,,,,,,2100,30,60,33,,6,,602,710,,,0.4,,78,80,,,10.1016/j.memsci.2010.09.015
Triethanolamine,,,5,trimesoyl chloride (265.5),0.3,hexane,sodum dodecyl sulfate,0.3,,,12,,,,,,,,2100,30,60,31,,6,293,602,710,476,,0.6,28,52,55,23,,10.1016/j.memsci.2008.04.002
Triethanolamine,,,6,trimesoyl chloride (265.5),0.9,hexane,,,,,,,,,,,,,2100,30,60,92,,6,,,710,,,2,,,23,,,10.1016/j.memsci.2012.10.042
